,last_name,first_name,birthday,type,state,district,party,url,phone,contact_form,twitter,facebook,id,sample,votes_with_party_pct,dw_nominate
501,Rooney,Francis,12/4/1953,rep,FL,19,Republican,https://francisrooney.house.gov,202-225-2536,,RepRooney,RepRooney,R000607,1,97.69,
502,Ferguson,A.,11/15/1967,rep,GA,3,Republican,https://ferguson.house.gov,202-225-5901,,RepDrewFerguson,RepDrewFerguson,F000465,1,98.07,
503,Krishnamoorthi,Raja,7/19/1973,rep,IL,8,Democrat,https://krishnamoorthi.house.gov,202-225-3711,,congressmanraja,congressmanraja,K000391,1,95.99,
504,Banks,Jim,7/16/1979,rep,IN,3,Republican,https://banks.house.gov,202-225-4436,,RepJimBanks,RepJimBanks,B001299,1,97.27,
505,Hollingsworth,Trey,9/12/1983,rep,IN,9,Republican,https://hollingsworth.house.gov,202-225-5315,,reptrey,reptrey,H001074,1,95.99,
506,Marshall,Roger,8/9/1960,rep,KS,1,Republican,https://marshall.house.gov,202-225-2715,,RepMarshall,rogermarshallmd,M001198,1,96.47,
507,Higgins,Clay,8/24/1961,rep,LA,3,Republican,https://clayhiggins.house.gov,202-225-2031,,RepClayHiggins,CongressmanClayHiggins,H001077,1,98.21,
508,Johnson,Mike,1/30/1972,rep,LA,4,Republican,https://mikejohnson.house.gov,202-225-2777,,RepMikeJohnson,RepMikeJohnson,J000299,1,97.41,
509,Brown,Anthony,11/21/1961,rep,MD,4,Democrat,https://anthonybrown.house.gov,202-225-8699,,RepAnthonyBrown,RepAnthonyBrown,B001304,1,96.41,
510,Raskin,Jamie,12/13/1962,rep,MD,8,Democrat,https://raskin.house.gov,202-225-5341,,repraskin,repraskin,R000606,1,95.96,
511,Bergman,Jack,2/2/1947,rep,MI,1,Republican,https://bergman.house.gov,202-225-4735,,RepJackBergman,RepJackBergman,B001301,1,93.92,
512,Mitchell,Paul,5/8/1961,rep,MI,10,Republican,https://mitchell.house.gov,202-225-2106,,RepPaulMitchell,reppaulmitchell,M001201,1,96.6,
513,Lewis,Jason,9/23/1955,rep,MN,2,Republican,https://jasonlewis.house.gov,202-225-2271,,RepJasonLewis,RepJasonLewis,L000587,1,96.15,
514,Budd,Ted,10/21/1971,rep,NC,13,Republican,https://budd.house.gov,202-225-4531,,RepTedBudd,RepTedBudd,B001305,1,96.31,
515,Bacon,Don,8/16/1963,rep,NE,2,Republican,https://bacon.house.gov,202-225-4155,,repdonbacon,RepDonBacon,B001298,1,95.52,
516,Gottheimer,Josh,3/8/1975,rep,NJ,5,Democrat,https://gottheimer.house.gov,202-225-4465,,RepJoshG,RepJoshG,G000583,1,84.78,
517,Rosen,Jacky,8/2/1957,rep,NV,3,Democrat,https://rosen.house.gov,202-225-3252,,repjackyrosen,RepJackyRosen,R000608,1,90.95,
518,Kihuen,Ruben,4/25/1980,rep,NV,4,Democrat,https://kihuen.house.gov,202-225-9894,,RepKihuen,RepKihuen,K000390,1,94.67,
519,Suozzi,Thomas,8/31/1962,rep,NY,3,Democrat,https://suozzi.house.gov,202-225-3335,,RepTomSuozzi,RepTomSuozzi,S001201,1,90.44,
520,Espaillat,Adriano,9/27/1954,rep,NY,13,Democrat,https://espaillat.house.gov,202-225-4365,,RepEspaillat,RepEspaillat,E000297,1,95.3,
521,Faso,John,8/25/1952,rep,NY,19,Republican,https://faso.house.gov,202-225-5614,,RepJohnFaso,RepJohnFaso,F000464,1,87.56,
522,Tenney,Claudia,2/4/1961,rep,NY,22,Republican,https://tenney.house.gov,202-225-3665,,RepTenney,RepClaudiaTenney,T000478,1,92.91,
523,Fitzpatrick,Brian,12/17/1973,rep,PA,8,Republican,https://fitzpatrick.house.gov,202-225-4276,,repbrianfitz,repbrianfitzpatrick,F000466,1,78.33,
524,Smucker,Lloyd,1/23/1964,rep,PA,16,Republican,https://smucker.house.gov,202-225-2411,,RepSmucker,RepSmucker,S001199,1,95.62,
525,Gonzalez,Jenniffer,8/5/1976,rep,PR,0,Republican,https://gonzalez-colon.house.gov,202-225-2615,,repjenniffer,RepJennifferGonzalezColon,G000582,1,,
526,Kustoff,David,10/8/1966,rep,TN,8,Republican,https://kustoff.house.gov,202-225-4714,,repdavidkustoff,RepDavidKustoff,K000392,1,97.27,
527,Gonzalez,Vicente,9/4/1967,rep,TX,15,Democrat,https://gonzalez.house.gov,202-225-2531,,RepGonzalez,USCongressmanVicenteGonzalez,G000581,1,90.66,
528,Arrington,Jodey,3/9/1972,rep,TX,19,Republican,https://arrington.house.gov,202-225-4005,,RepArrington,JodeyArrington,A000375,1,98.23,
529,Taylor,Scott,6/27/1979,rep,VA,2,Republican,https://taylor.house.gov,202-225-4215,,RepScottTaylor,RepScottTaylor,T000477,1,96.89,
530,McEachin,A.,10/10/1961,rep,VA,4,Democrat,https://mceachin.house.gov,202-225-6365,,RepMcEachin,RepMcEachin,M001200,1,95.78,
531,Garrett,Thomas,3/27/1972,rep,VA,5,Republican,https://tomgarrett.house.gov,202-225-4711,,RepTomGarrett,congressman-Tom-Garrett-1835767753333490,G000580,1,94.74,
532,Jayapal,Pramila,9/21/1965,rep,WA,7,Democrat,https://jayapal.house.gov,202-225-3106,,RepJayapal,RepJayapal,J000298,1,94.86,
533,Gallagher,Mike,3/3/1984,rep,WI,8,Republican,https://gallagher.house.gov,202-225-5665,,RepGallagher,RepMikeGallagher,G000579,1,93.06,
534,Cheney,Liz,7/28/1966,rep,WY,0,Republican,https://cheney.house.gov,202-225-2311,,RepLizCheney,replizcheney,C001109,1,96.12,
535,Strange,Luther,3/1/1953,sen,AL,,Republican,https://www.strange.senate.gov,202-224-4124,https://www.strange.senate.gov/content/contact-senator,SenatorStrange,SenatorLutherStrange,S001202,1,96,
536,Estes,Ron,7/19/1956,rep,KS,4,Republican,https://estes.house.gov,202-225-6216,https://estes.house.gov/contact/email,RepRonEstes,RepRonEstes,E000298,1,97.24,
537,Gianforte,Greg,4/17/1961,rep,MT,0,Republican,https://gianforte.house.gov,202-225-3211,,,,G000584,1,93.51,
538,Norman,Ralph,6/20/1953,rep,SC,5,Republican,https://norman.house.gov,202-225-5501,,RepRalphNorman,RepRalphNorman,N000190,1,95.3,
539,Handel,Karen,4/18/1962,rep,GA,6,Republican,https://handel.house.gov,202-225-4501,,,,H001078,1,97.99,
540,Gomez,Jimmy,11/25/1974,rep,CA,34,Democrat,https://gomez.house.gov,202-225-6235,,RepJimmyGomez,RepJimmyGomez,G000585,1,96.27,
