first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,votes_with_party_pct,dw_nominate,crp_id,fec_candidate_id
Mimi,1962-05-14,F,rep,CA,45.0,Republican,https://walters.house.gov,215 Cannon HOB; Washington DC 20515-0545,202-225-5611,,,RepMimiWalters,RepMimiWalters,,UCyFubcwlZVLVLg-T-2PuooQ,W000820,2232.0,N00035391,,76141,412618,29346.0,,,21509.0,Mimi Walters,,,,
Ken,1959-02-16,M,rep,CO,4.0,Republican,https://buck.house.gov,1130 Longworth HOB; Washington DC 20515-0604,202-225-4676,,,RepKenBuck,repkenbuck,,UCHK7Wcwij7NoxXGTeSHUWzg,B001297,2233.0,N00030829,,78285,412619,125319.0,,,21510.0,Ken Buck,93.07,0.7340000000000001,N00030829,S0CO00237
Carlos,1980-03-01,M,rep,FL,26.0,Republican,https://curbelo.house.gov,1404 Longworth HOB; Washington DC 20515-0926,202-225-2778,,,RepCurbelo,repcurbelo,,UC6SRoWRNiv5U4a7ovRICwaw,C001107,2235.0,N00035403,,70472,412621,137676.0,,,21512.0,Carlos Curbelo (politician),85.61,0.202,N00035403,H4FL26038
Buddy,1957-09-06,M,rep,GA,1.0,Republican,https://buddycarter.house.gov,432 Cannon HOB; Washington DC 20515-1001,202-225-5831,,,RepBuddyCarter,congressmanbuddycarter,,UCHQm49T6ikD_ioMAt50AwKQ,C001103,2236.0,N00035346,,76158,412622,32085.0,,,21513.0,Buddy Carter,94.89,0.551,N00035346,H4GA01039
Jody,1960-04-22,M,rep,GA,10.0,Republican,https://hice.house.gov,324 Cannon HOB; Washington DC 20515-1010,202-225-4101,,,congressmanhice,CongressmanJodyHice,,UCzUMsS8DusN2QLpgweFthgQ,H001071,2237.0,N00032243,,94974,412623,122246.0,,,21514.0,Jody Hice,94.71,0.7120000000000001,N00032243,H0GA07125
Barry,1963-12-22,M,rep,GA,11.0,Republican,https://loudermilk.house.gov,329 Cannon HOB; Washington DC 20515-1011,202-225-2931,,,RepLoudermilk,reploudermilk,,UC2Kfw8fjca8k3w3KpzL5tNg,L000583,2238.0,N00035347,,76165,412624,31618.0,,,21515.0,Barry Loudermilk,97.24,0.669,N00035347,H4GA11061
Rick,1951-11-07,M,rep,GA,12.0,Republican,https://allen.house.gov,426 Cannon HOB; Washington DC 20515-1012,202-225-2823,,,reprickallen,CongressmanRickAllen,,UCZPoYXHFDAV17BGLMzGAmpg,A000372,2239.0,N00033720,,62545,412625,136062.0,,,21516.0,Rick W. Allen,98.02,0.614,N00033720,H2GA12121
Rod,1955-04-26,M,rep,IA,1.0,Republican,https://blum.house.gov,1108 Longworth HOB; Washington DC 20515-1501,202-225-2911,,,RepRodBlum,congressmanrodblum,,UCACYUrK1zFAZzKcmz9ibEAg,B001294,2241.0,N00033744,,623771,412627,135714.0,Rod Blum,,21520.0,Rod Blum,90.53,0.522,N00033744,H2IA01055
David,1968-05-11,M,rep,IA,3.0,Republican,https://davidyoung.house.gov,240 Cannon HOB; Washington DC 20515-1503,202-225-5476,,,RepDavidYoung,RepDavidYoung,,UCD2SzM1kn4iZfHccN4bocQA,Y000066,2242.0,N00035509,,76211,412628,155218.0,,,21521.0,David Young (Iowa politician),,,,
Mike,1960-12-30,M,rep,IL,12.0,Republican,https://bost.house.gov,1440 Longworth HOB; Washington DC 20515-1312,202-225-5661,,,RepBost,RepBost,,UCYA1psY06vSf3QadHuCrmjQ,B001295,2243.0,N00035420,,76176,412629,6302.0,,,21519.0,Mike Bost,,,,
Ralph,1954-09-16,M,rep,LA,5.0,Republican,https://abraham.house.gov,417 Cannon HOB; Washington DC 20515-1805,202-225-8490,,,RepAbraham,CongressmanRalphAbraham,,,A000374,2244.0,N00036633,,76236,412630,155414.0,Ralph Abraham,,21522.0,Ralph Abraham (politician),96.38,0.493,N00036633,H4LA05221
Garret,1972-01-31,M,rep,LA,6.0,Republican,https://garretgraves.house.gov,430 Cannon HOB; Washington DC 20515-1806,202-225-3901,,,RepGarretGraves,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA,G000577,2245.0,N00036135,,9274609,412631,155424.0,,,21523.0,Garret Graves,94.62,0.49,N00036135,H4LA06153
Seth,1978-10-24,M,rep,MA,6.0,Democrat,https://moulton.house.gov,1408 Longworth HOB; Washington DC 20515-2106,202-225-8020,,,teammoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,M001196,2246.0,N00035431,,78453,412632,146299.0,Seth Moulton,,21525.0,Seth Moulton,94.88,-0.311,N00035431,H4MA06090
Bruce,1953-11-01,M,rep,ME,2.0,Republican,https://poliquin.house.gov,1208 Longworth HOB; Washington DC 20515-1902,202-225-6306,,,RepPoliquin,RepPoliquin,,UCFk3paQ30PAME40YgJkuH4Q,P000611,2247.0,N00034584,,76253,412633,120909.0,,,21524.0,Bruce Poliquin,,,,
John,1961-05-08,M,rep,MI,4.0,Republican,https://moolenaar.house.gov,117 Cannon HOB; Washington DC 20515-2204,202-225-3561,,,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,M001194,2248.0,N00036275,,76660,412634,37676.0,,,21526.0,John Moolenaar,94.09,0.4320000000000001,N00036275,H4MI04126
Mike,1967-03-18,M,rep,MI,8.0,Republican,https://mikebishop.house.gov,428 Cannon HOB; Washington DC 20515-2208,202-225-4872,,,RepMikeBishop,RepMikeBishop,,UCeG5_Zwq-4KXnGWufThSKRQ,B001293,2249.0,N00036449,,78290,412635,20157.0,,,21527.0,Mike Bishop (politician),95.2,0.436,N00036449,H4MI08135
Dave,1960-10-16,M,rep,MI,11.0,Republican,https://trott.house.gov,1722 Longworth HOB; Washington DC 20515-2211,202-225-8171,,,repdavetrott,RepDaveTrott,,UCkIE7mLSCRV6QidM2fuil4w,T000475,2250.0,N00035607,,76679,412636,152477.0,,,21528.0,Dave Trott (politician),95.59,0.373,N00035607,H4MI11097
Debbie,1953-11-23,F,rep,MI,12.0,Democrat,https://debbiedingell.house.gov,116 Cannon HOB; Washington DC 20515-2212,202-225-4071,,,RepDebDingell,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,2251.0,N00036149,,20818,412637,152482.0,,,21529.0,Debbie Dingell,97.67,-0.453,N00036149,H4MI12079
Brenda,1954-10-18,F,rep,MI,14.0,Democrat,https://lawrence.house.gov,1213 Longworth HOB; Washington DC 20515-2214,202-225-5802,,,RepLawrence,395759603917487,,UCf0USy9GNigkB8O9sS1dodw,L000581,2252.0,N00034068,,79924,412638,78851.0,,,21530.0,Brenda Lawrence,96.59,-0.444,N00034068,H2MI14111
Tom,1961-03-03,M,rep,MN,6.0,Republican,https://emmer.house.gov,315 Cannon HOB; Washington DC 20515-2306,202-225-2331,,,RepTomEmmer,reptomemmer,RepTomEmmer,,E000294,2253.0,N00035440,,75567,412639,38894.0,,,21531.0,Tom Emmer,95.03,0.424,N00035440,H4MN06087
David,1972-02-16,M,rep,NC,7.0,Republican,https://rouzer.house.gov,424 Cannon HOB; Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,2256.0,N00033527,,79710,412641,102964.0,,,21544.0,David Rouzer,94.69,0.61,N00033527,H2NC07096
Tom,1960-10-16,M,rep,NJ,3.0,Republican,https://macarthur.house.gov,506 Cannon HOB; Washington DC 20515-3003,202-225-4765,,,RepTomMacArthur,CongressmanTomMacArthur,,UCLD7s-g8XgSd_wvuUWATKkQ,M001193,2258.0,N00036155,,76315,412643,152113.0,,,21537.0,Tom MacArthur,88.21,0.212,N00036155,H4NJ03130
Bonnie,1945-02-06,F,rep,NJ,12.0,Democrat,https://watsoncoleman.house.gov,1535 Longworth HOB; Washington DC 20515-3012,202-225-5801,,,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A,W000822,2259.0,N00036158,,79091,412644,24799.0,,,21538.0,Bonnie Watson Coleman,94.34,-0.597,N00036158,H4NJ12149
Lee,1980-01-30,M,rep,NY,1.0,Republican,https://zeldin.house.gov,1517 Longworth HOB; Washington DC 20515-3201,202-225-3826,,,RepLeeZeldin,RepLeeZeldin,,UCHzZuesCPDka2NhZO8icqzA,Z000017,2261.0,N00029404,,61616,412646,110252.0,,,21539.0,Lee Zeldin,,,,
Kathleen,1965-02-15,F,rep,NY,4.0,Democrat,https://kathleenrice.house.gov,1508 Longworth HOB; Washington DC 20515-3204,202-225-5516,,,RepKathleenRice,RepKathleenRice,,UCLYLmjrGtzzCFXMWPBxHAug,R000602,2262.0,N00035927,,76332,412647,127653.0,,,21540.0,Kathleen Rice,94.68,-0.272,N00035927,H4NY04075
Elise,1984-07-02,F,rep,NY,21.0,Republican,https://stefanik.house.gov,318 Cannon HOB; Washington DC 20515-3221,202-225-4611,,,RepStefanik,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA,S001196,2263.0,N00035523,,76364,412648,152539.0,,,21541.0,Elise Stefanik,89.66,0.213,N00035523,H4NY21079
John,1962-11-09,M,rep,NY,24.0,Republican,https://katko.house.gov,1620 Longworth HOB; Washington DC 20515-3224,202-225-3701,,,RepJohnKatko,RepJohnKatko,,,K000386,2264.0,N00035934,,76367,412649,152546.0,,,21542.0,John Katko,87.38,0.206,N00035934,H4NY24073
Steve,1963-05-25,M,rep,OK,5.0,Republican,https://russell.house.gov,128 Cannon HOB; Washington DC 20515-3605,202-225-2132,,,RepRussell,reprussell,,UC2z7ACZuDophcPphXdJfbZQ,R000604,2265.0,N00036175,,77286,412650,106528.0,,,21546.0,Steve Russell (politician),,,,
Ryan,1976-09-07,M,rep,PA,6.0,Republican,https://costello.house.gov,326 Cannon HOB; Washington DC 20515-3806,202-225-4315,,,RepRyanCostello,CongressmanRyanCostello,,UCJzU_8Bwz1lUyP1qz84L5jw,C001106,2266.0,N00031064,,95125,412651,133557.0,,,21547.0,Ryan Costello,84.52,0.219,N00031064,H0PA06076
Brendan,1977-02-06,M,rep,PA,13.0,Democrat,https://boyle.house.gov,1133 Longworth HOB; Washington DC 20515-3813,202-225-6111,,,CongBoyle,CongressmanBoyle,,UCMP_Anj7lz4eZuSh8GwFqQQ,B001296,2267.0,N00035307,,76428,412652,47357.0,,,21548.0,Brendan Boyle,95.29,-0.379,N00035307,H4PA13199
John,1965-10-20,M,rep,TX,4.0,Republican,https://ratcliffe.house.gov,325 Cannon HOB; Washington DC 20515-4304,202-225-6673,,,RepRatcliffe,RepRatcliffe,,UCo37eRsRga4fUYijDa6j6oA,R000601,2268.0,N00035972,,76455,412653,147381.0,,,21549.0,John Ratcliffe (American politician),94.85,0.745,N00035972,H4TX04153
Will,1977-08-19,M,rep,TX,23.0,Republican,https://hurd.house.gov,317 Cannon HOB; Washington DC 20515-4323,202-225-4511,,,hurdonthehill,HurdOnTheHill,,UCjWcn2lgGCZbwPs6lKxlziQ,H001073,2269.0,N00031417,,95176,412654,116911.0,,,21550.0,Will Hurd,92.98,0.404,N00031417,H0TX23086
Brian,1948-03-23,M,rep,TX,36.0,Republican,https://babin.house.gov,316 Cannon HOB; Washington DC 20515-4336,202-225-1555,,,RepBrianBabin,RepBrianBabin,,UCPVEZgw-VbDRbLV1MRGVQNQ,B001291,2270.0,N00005736,,44883,412655,360.0,,,21551.0,Brian Babin,95.67,0.716,N00005736,H6TX02079
Mia,1975-12-06,F,rep,UT,4.0,Republican,https://love.house.gov,217 Cannon HOB; Washington DC 20515-4404,202-225-3011,,,repmialove,repmialove,,UCqHVv1qerDPYaH9NbyWyxtg,L000584,2271.0,N00033842,,67205,412656,135957.0,,,21552.0,Mia Love,96.36,0.58,N00033842,H2UT04023
Donald,1950-06-20,M,rep,VA,8.0,Democrat,https://beyer.house.gov,1119 Longworth HOB; Washington DC 20515-4608,202-225-4376,,,repdonbeyer,repdonbeyer,,UCPJGVbOVcAVGiBwq8qr_T9w,B001292,2272.0,N00036018,,21141,412657,1707.0,,,21554.0,Don Beyer,95.12,-0.374,N00036018,H4VA08224
Barbara,1959-06-30,F,rep,VA,10.0,Republican,https://comstock.house.gov,229 Cannon HOB; Washington DC 20515-4610,202-225-5136,,,RepComstock,RepBarbaraComstock,,UC2IBUvBd51zgaE56fPcZeVA,C001105,2273.0,N00036023,,57186,412658,112252.0,Barbara Comstock,,21555.0,Barbara Comstock,93.91,0.273,N00036023,H4VA10089
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,89.47,-0.512,,H2CA30143
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,91.75,0.281,N00035420,H4IL12060
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,95.39,-0.54,N00030709,H0CA10073
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,94.69,-0.45,N00036097,H4AZ07043
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,,,N00037615,H6PR00082
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,92.68,0.445,N00035820,H4CA25123
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,96.1,-0.337,N00035825,H4CA33119
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,94.05,0.565,N00033814,H4WV02080
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,66.67,0.75,,H0SC05031
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,,,N00035000,H2VI00082
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,91.69,0.3720000000000001,N00034584,S2ME00158
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,0.0,0.66,,H0KS04051
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,33.33,0.644,,H4GA06087
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,,,N00007635,H4AS00036
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,94.78,0.446,N00036175,H4OK05132
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,96.0,-0.37,N00036107,H4CA35031
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,98.19,0.39,N00035391,H4CA45097
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,95.57,0.439,N00035509,S4IA00103
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,94.86,0.333,N00029404,H8NY01148
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,89.47,0.412,,H4MT01041
Stacey,1964-05-13,F,rep,VI,0.0,Democrat,https://plaskett.house.gov,331 Cannon HOB; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,79090,412659,,,,,Stacey Plaskett,90.48,0.5489999999999999,,S6AL00195
Dan,1955-07-10,M,rep,WA,4.0,Republican,https://newhouse.house.gov,1318 Longworth HOB; Washington DC 20515-4704,202-225-5816,,,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,N000189,2275.0,N00036403,,78315,412660,51522.0,,,21556.0,Dan Newhouse,95.64,0.369,N00036403,H4WA04104
Glenn,1955-07-03,M,rep,WI,6.0,Republican,https://grothman.house.gov,1217 Longworth HOB; Washington DC 20515-4906,202-225-2476,,,RepGrothman,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg,G000576,2276.0,N00036409,,77282,412661,3493.0,,,21559.0,Glenn Grothman,94.97,0.596,N00036409,H4WI06048
Alex,1971-06-05,M,rep,WV,2.0,Republican,https://mooney.house.gov,1232 Longworth HOB; Washington DC 20515-4802,202-225-2711,,,RepAlexMooney,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA,M001195,2277.0,N00033814,,76588,412662,145943.0,,,21557.0,Alex Mooney,,,,
Evan,1960-09-12,M,rep,WV,3.0,Republican,https://evanjenkins.house.gov,1609 Longworth HOB; Washington DC 20515-4803,202-225-3452,,,RepEvanJenkins,RepEvanJenkins,,UCSy2mmlbZCv0p07KOw8-m7Q,J000297,2278.0,N00035531,,76592,412663,8297.0,,,21558.0,Evan Jenkins (politician),91.71,0.303,N00035531,S8WV00127
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,89.47,-0.512,,H2CA30143
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,91.75,0.281,N00035420,H4IL12060
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,95.39,-0.54,N00030709,H0CA10073
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,94.69,-0.45,N00036097,H4AZ07043
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,,,N00037615,H6PR00082
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,92.68,0.445,N00035820,H4CA25123
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,96.1,-0.337,N00035825,H4CA33119
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,94.05,0.565,N00033814,H4WV02080
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,66.67,0.75,,H0SC05031
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,,,N00035000,H2VI00082
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,91.69,0.3720000000000001,N00034584,S2ME00158
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,0.0,0.66,,H0KS04051
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,33.33,0.644,,H4GA06087
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,,,N00007635,H4AS00036
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,94.78,0.446,N00036175,H4OK05132
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,96.0,-0.37,N00036107,H4CA35031
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,98.19,0.39,N00035391,H4CA45097
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,95.57,0.439,N00035509,S4IA00103
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,94.86,0.333,N00029404,H8NY01148
Aumua,1947-12-29,F,rep,AS,0.0,Republican,https://radewagen.house.gov,1339 Longworth HOB; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,5188,412664,,,,,Amata Coleman Radewagen,89.47,0.412,,H4MT01041
